idromele	appannaggio
plasticità	malleabilità
cipresso	barile
piede	base
motivo	ragione
tripode	treppiede
semasiologia	semantica
sconosciuto	forestiero
prezzo	costo
stiramento	volée
ottenimento	acquisto
costituzione	formazione
razza	genia
giardiniera	giardinetta
numeri	valentia
strega	arpia
attico	soppalco
odore	profumo
malvivente	delinquente
fondente	principale
prevenzione	preclusione
rilassamento	abbandono
avvistamento	piumone
eterodossia	eresia
tremore	tremito
rigaglie	frattaglie
nazione	stato
capacità	potenzialità
presidentessa	presidente
riposo	distensione
casacca	giacchetta
importazioni	import
superiora	abbadessa
giovenca	vacchetta
maneggio	cospirazione
antitrinitarismo	arianesimo
neo	retaggio
monello	scugnizzo
corona	diadema
notazione	annotazione
cateratta	cataratta
siesta	pennichella
scheletro	ossatura
alimentatore	fuochista
formella	mattonella
serie	catena
botto	bang
pellirossa	indiano
legatoria	legatura
coesistenza	convivenza
uragano	burrasca
matrice	stampino
ovile	stabbio
perfezionista	miniatore
freschezza	vombato
aereatore	aeratore
anatra	anitra
verzura	verde
pubblico	uditorio
ordine	ordinamento
ira	rabbia
dl	decilitro
disparità	distanza
sanguisuga	mignatta
penitenziario	prigione
switch	interruttore
capellone	vicino
gingillo	giocattolo
similpelle	skai
spietatezza	crudeltà
rettangolo	capitalizzazione
tubo	tuba
recettore	ricettore
ceppo	ganascia
butano	liquigas
cuore	gramaglie
inginocchiamento	genuflessione
bene	affezione
elasticità	molleggio
sostituzione	cambio
cavità	buco
intitolazione	titolo
deglutizione	inghiottimento
autodeterminazione	autodecisione
primitivo	gambale
principio	languore
omologazione	ratifica
barbone	randagio
sudore	traspirazione
intuito	intuizione
vaporetto	motonave
peste	pestilenza
conferma	conforto
freddo	gelo
predecessore	precursore
arazzo	gobelin
biliardino	biliardo
guaio	contrarietà
nudista	naturista
mala	malavita
agone	alaccia
limitare	soglia
teck	teak
fuscello	stecco
retroazione	feedback
codifica	cifratura
epica	epopea
numismatica	medaglistica
impregnazione	fecondazione
geriatra	gerontologo
morale	ammaestramento
risposta	replica
elettromagnete	elettrocalamita
piatta	barcone
fifa	spavento
quartiermastro	furiere
ambizione	aspirazione
apoteosi	deificazione
scarlatto	vermiglio
convinzione	naturopata
omologo	controparte
munificenza	magnanimità
paraninfo	pronubo
scomunica	roba
morigeratezza	decenza
norma	regola
tempra	indurimento
decadenza	peggioramento
divozione	devozione
lesione	male
apparato	impianto
resistenza	cardiochirurgia
lirica	lira
satanasso	casinaro
saviezza	saggezza
autobus	espresso
spilungone	stanga
contabilità	ragioneria
trabocchetto	rete
pisside	ciborio
sporcizia	carbonile
culinaria	cucina
silenziosità	riserbo
apostolato	arte
nobiltà	altezza
miscelazione	mescolatura
armento	mandria
decisione	volontà
cupezza	oscurità
branco	stormo
cartucciera	cinturone
boiler	scaldabagno
autocarro	camion
conforto	sostegno
mallevadore	avallante
inciampo	incaglio
accanimento	furia
saldatore	favorita
intrigante	faccendiere
schisto	scisto
valore	autocontrollo
grettezza	rodomonte
giunto	aggancio
ossidasi	xantina
test	fresco
pachistano	pakistano
cornicione	cornice
articolazione	giuntura
carboniera	tender
irruenza	impetuosità
nulla	niente
maestro	maestrale
svolta	girata
pari	uguale
attracco	ormeggio
ateneo	università
cura	assistenza
vendita	esito
antigelo	anticongelante
ovaia	ovaio
pleonasmo	superfetazione
beffa	canzonatura
motivazione	giustificazione
impronta	impressione
bordo	ciglio
celeste	celesta
perforazione	trivellazione
pagina	foglio
rissa	pestaggio
msec	millisecondo
rettificazione	correzione
fissatore	lacca
intonazione	accento
leggenda	scritta
orrore	ignominia
polietilene	politene
psiche	anima
aderenza	adesività
approccio	avance
bettolino	cantina
liberalismo	larghezza
orticello	appezzamento
ruggine	alopecia
mente	intellettuale
carcerato	prigioniero
interdizione	interdetto
cerio	sportivo
sodomita	gay
grafema	carattere
civiltà	pedicello
imprudenza	internazionalismo
suono	fono
aviario	gabbione
omofilia	omosessualità
tabellone	manifesto
mu	mi
rimozione	asporto
vezzo	carezza
termine	fine
area	regione
preferenza	gusto
coltre	mantello
pentimento	attrizione
pinza	forcipe
bestiame	bue
segno	sfregio
lodo	arbitraggio
diploma	licenza
divulgazione	propagazione
denuncia	denunzia
collisione	contrasto
sostegno	supporto
vitella	vitello
shunt	derivazione
giunta	consulta
crudezza	wassermann
confraternita	fratellanza
macrospora	megaspora
veicolo	mezzo
posizione	attitudine
proroga	dilazione
sughera	sughero
yield	ricavato
tordella	tordela
denaro	ricchezza
docente	insegnante
fiume	fiumana
arciprete	prelato
moscardino	zazzerino
incavo	concavità
forestale	guardaboschi
vassoio	guantiera
stalla	box
pittore	imbianchino
party	ricevimento
frega	frizione
attacco	assalto
ambiente	locale
crescione	maleducazione
capsula	cassula
pretore	giudice
fondamento	caposaldo
esercito	milizia
inalterabilità	definitività
gangster	malavitoso
tenebra	filler
negro	negroide
donzella	damigella
porcellana	muso
accumulo	collezione
plastica	merlo
esteta	formula
ritirata	bagno
casato	cognome
palinsesto	palimpsesto
antifonario	antifonale
assunzione	congettura
proporzione	proporzionalità
spillone	spillo
astuccio	busta
molecola	grano
estremismo	oltranzismo
oosfera	ovocellula
epiteto	appellativo
diario	giornale
deplorazione	riprovazione
jogging	footing
guaio	casino
opale	opala
costa	marina
interfono	citofono
dislivello	sperequazione
clarino	clarinetto
persecutore	carnefice
semplicità	legislatore
scudiero	armigero
fascicolo	gestione
megera	obliterazione
soppalco	piccionaia
carburante	combustibile
pugnalata	botta
possedimento	dominio
imprecisione	inesattezza
ordinario	brama
ipecacuana	addolcimento
abbassalingua	spatola
pestello	pillo
novizio	allievo
berretta	berretto
frustino	scudiscio
costaricano	costaricense
incertezza	fusa
spazzaneve	spartineve
libbra	libra
trio	terzetto
disubbidienza	disobbedienza
schema	tracciato
otturazione	bloccaggio
arpione	lancia
raffreddore	infreddatura
iettatore	menagramo
pasticcio	scombussolamento
attesa	idea
dilettante	amateur
rotazione	giro
alleviamento	sollievo
pezzettino	briciola
buccia	mallo
pulsazione	palpito
oro	pressione
congiurato	cospiratore
diminuzione	pezzente
albori	origini
scuro	imposta
saetta	fulmine
golf	cardigan
memoria	rievocazione
area	zona
reverenza	riverenza
amanita	tignosa
perfezione	compiutezza
schiettezza	franchezza
distrazione	evasione
terra	suolo
nave	naviglio
protezione	riparo
pulitura	pulizia
assoluzione	proscioglimento
balla	panzanata
miao	chiave
settentrione	mezzanotte
bimbo	mimmo
rimbrotto	biasimo
epistilio	architrave
adorazione	culto
deragliamento	sviamento
albume	chiara
contendente	litigante
zoroastrismo	mazdaismo
balzo	guizzo
giro	gita
saxofonista	sassofonista
ecclesiastico	chierico
periferia	suburbio
raziocinio	intelligenza
ornamento	decorazione
litigio	discussione
crocione	crociere
matador	espada
esperimento	cartello
invenzione	ritrovato
brulichio	carosello
soggiorno	salotto
impiego	scopo
zucchetto	papalina
strumentazione	orchestrazione
apparecchiatura	armamentario
brivido	fremito
articolo	capo
star	vedette
conca	valle
ora	istante
minusvalenza	adagio
tenaglia	tenaglie
approvazione	crisma
rebbio	dente
compositore	tipografo
bordatura	bordo
molalità	molarità
estremità	capo
pianetino	asteroide
autore	legume
pittore	autore
tramezzo	divisorio
ape	pecchia
cittadinanza	nazionalità
circumnavigazione	periplo
caos	anarchia
pigrizia	ignavia
barriera	confine
personaggio	figura
omeopatico	omeopata
distinzione	differenziazione
pizzico	filo
copione	sceneggiatura
patrizio	aristocratico
armaiolo	armiere
ordinamento	sistema
bracciata	vogata
movimento	mossa
balì	balivo
ricetta	ordinazione
carità	beneficenza
negretto	moretto
corrente	flusso
suppellettile	arredo
summit	vertice
pila	ammassamento
arpeggiatore	arpista
essenza	merito
ibrido	incrocio
penna	piuma
posto	incarico
provinciale	contadino
potenzialità	valentia
bey	bei
ritrovamento	scoperta
filatelia	filatelica
comitato	commissione
cartografo	mappatore
pallacanestro	basket
crine	crino
fusciacca	cinto
compattezza	solidarietà
agnello	pecorella
orma	passo
norma	disposizione
fegato	coraggio
andamento	avanzamento
libertà	autonomia
orditura	intreccio
insularità	isolamento
muso	cipiglio
dagherrotipo	risata
natura	indole
intralcio	intasamento
demolizione	distruzione
auspicio	egida
mediazione	brokeraggio
mascheramento	travestimento
gorgheggio	trillo
passeggero	passeggiero
lonza	lombata
infanzia	fanciullezza
elettricista	guardafili
battitore	enfatizzazione
ingiustizia	iniquità
grandiosità	imponenza
irraggiamento	radiazione
colore	pittura
surfactante	tensioattivo
liberalità	munificenza
istituzione	ente
testa	capigliatura
privacy	intimità
utile	entrata
glucoside	glicoside
processo	www
addebito	accusa
cosa	tragopano
sostrato	substrato
metamorfismo	copra
scioglimento	disgelo
intercezione	intercettazione
fastigio	frontone
pania	vischio
dessert	dolce
dotazione	numero
boccia	biberon
pentagramma	rigo
sacerdote	prete
sensazione	impressione
furia	fretta
pelliccia	involucro
accollo	sporgenza
betta	lancia
obiezione	obbiezione
vocazione	attitudine
onda	ondata
nutrice	balia
avallo	girata
correlazione	interrelazione
brahmano	bramano
invenzione	creazione
tolleranza	sopportazione
escremento	stallatico
tracciatura	calco
stravagante	eccentrico
genitrice	mamma
sedizione	rivolta
contendente	concorrente
vassallo	feudatario
grettezza	spilorceria
tibia	stinco
bistecca	costata
combriccola	ganga
carrello	dolly
insegnamento	precetto
credenza	buffet
vinci	burbera
stordimento	disorientamento
patito	amatore
dinamitardo	falò
agitazione	serratura
rimasuglio	scampolo
raso	satin
fonda	ancoraggio
affidabilità	celibato
autotreno	articolato
guardata	occhiata
bassopiano	bassa
crepe	crespella
comunità	collettività
catalizzatore	retrofit
dormente	dormiente
segnalazione	segno
gradazione	climax
ibrido	milliampere
filosofia	dottrina
mano	tocco
saviezza	tatto
ingestione	ingerimento
attesa	aspettativa
chioma	criniera
predominio	ascendente
formulazione	enunciazione
ingiustizia	magiaro
derma	corion
addetto	inviato
dannazione	disgrazia
fiducia	fede
travestimento	camuffamento
atout	briscola
tossico	veleno
decozione	pignoramento
crocifisso	crocefisso
unghia	artiglio
cubo	cubetto
strisciando	glissando
inclinazione	disposizione
matrona	dama
aiuto	ausiliare
necroforo	becchino
diatriba	disputa
abolizione	soppressione
volume	cubatura
crasi	sineresi
inizio	decorrenza
cornetto	croissant
parapetto	murata
erbaccia	malerba
ovogenesi	oogenesi
supplicante	supplice
rio	rivo
re	monarca
elasticità	flessibilità
male	bua
deposito	capannone
volgarizzazione	divulgazione
bue	bestiame
dimostrante	nervatura
malvolere	frame
cenacolo	chiesuola
aviatore	pilota
palazzo	costruzione
connessione	collegamento
indennizzo	indennità
immigrante	trapiantato
incapacità	incompetenza
arricchito	arrivato
limitazione	restrizione
offesa	offensiva
cataletto	catafalco
imbrunire	crepuscolo
boccolo	ciuffo
calamina	emimorfite
charter	noleggio
lombrico	trigonometria
bilancia	pesa
mosaico	musaico
tortura	agonia
laterale	mediano
pudicizia	verecondia
fuori	esterno
tacca	sgraffio
autorizzazione	autorità
inimicizia	ostilità
bocca	passaggio
importanza	rilevanza
chassis	telaio
esercizio	governo
deturpazione	deturpamento
committente	avventore
sguardo	occhiata
enfasi	crescita
respiro	requie
club	circolo
percorso	rotta
pappagallo	calabrone
spia	stima
eccitabilità	irritabilità
rinite	coriza
inumanità	disumanità
angelo	squadro
secrétaire	secretaire
vista	visione
blasone	nobiltà
guerra	scontro
martinetto	cricco
morbosità	morbilità
bouquet	effluvio
alimentarista	fornitore
acagiù	anacardio
ovo	uovo
subroutine	sottoprogramma
cancan	rumore
annessione	incorporazione
corsia	carreggiata
ultrasonografia	ecografia
papera	lapsus
operazione	intervento
disegnatore	arredatore
lega	campionato
neo	mosca
esibizione	presentazione
ricorso	ricorrenza
ventola	ventaglio
linguaggio	favella
politeista	gentile
debuttante	deb
deficienza	insufficienza
smarrimento	sfasamento
deviatoio	scambio
rondello	rondò
miglioramento	aumento
calo	ritrazione
psichiatria	freniatria
caso	cavia
tavola	tabella
affioramento	cappellaccio
sipario	telone
zatta	cantalupo
esordio	avviamento
rialzamento	rialzo
compare	amicone
contrario	antonimo
acquario	aquario
lato	estremità
elettroesecuzione	elettrocuzione
cunetta	fossato
bargiglio	barbiglio
travatura	unità
cicchetto	corroborante
abbrutimento	degradazione
vantaggio	tornaconto
rassegna	spettacolo
pomello	manopola
guardacaccia	guardiacaccia
spezzatura	interruzione
bebè	pupo
onestà	onesto
groviera	gruviera
nafta	gasolio
delegato	sostituto
pedalino	calza
residente	fittavolo
ontano	alno
stimolante	eccitante
bianco	bianchi
nanerottolo	nano
occasionalità	casualità
depressione	sconforto
motofalciatrice	tosaerba
beton	conglomerato
pellicola	film
intercettore	intercettatore
accademismo	scolasticismo
minestrina	brodo
ammonimento	lezione
corruttela	cancrena
umorismo	humour
strato	falda
stucco	mastice
apogeo	apice
catastrofe	macello
collegio	comitato
idiosincrasia	fobia
decisione	delibera
traffico	giro
nimbo	alone
bene	labiale
sgombero	sfollamento
rieducazione	riabilitazione
tollerabilità	ammissibilità
divisa	tenuta
imbottigliamento	blocco
ministero	dicastero
china	versante
globo	mondo
trabocchetto	botola
miniatore	miniaturista
polso	polsino
missione	rappresentanza
spettacolo	show
requisito	prerequisito
eufemia	eufemismo
biblioteca	libreria
fossa	buca
accorpamento	integrazione
tirchio	petecchia
carcassa	relitto
preterito	imbeccata
bidone	raggiro
penale	penalità
visceri	interiora
riordino	riassetto
stratagemma	espediente
strame	fieno
grana	verso
provvisorietà	transitorietà
fluttuazione	variazione
linguaggio	lingua
distrazione	disattenzione
esplosione	impeto
cautela	precauzione
guardone	voyeur
collant	calzamaglia
avo	trisavolo
stadio	fase
immoralità	malvagità
mescolata	mischiata
effettualità	materialità
crochet	gancio
roccia	osso
foraggio	biada
spioncino	spia
distribuzione	circuito
celerità	fulmineità
calo	attenuazione
precognizione	preconoscenza
rossore	infiammazione
tettonica	seguito
riputazione	fama
oltraggio	affronto
condom	preservativo
ypsilon	ipsilon
pelandrone	imboscato
derrate	commestibile
maglia	maglieria
scampo	gambero
terra	marina
baratro	voragine
nocchiero	timoniere
impegno	promessa
ubiquità	onnipresenza
carbonchio	boccata
cecca	gazza
aureola	nimbo
arsenale	armeria
falcata	apostrofe
trasportatore	corriere
cittadella	acropoli
scolo	scarico
tartaro	canicola
studio	abbozzo
ammaraggio	atterraggio
acquitrino	pantano
inquilino	splendore
aliquota	quota
carburante	benzina
disfavore	disgrazia
micete	fungo
vestibolo	atrio
ammonizione	ammonimento
soldi	denaro
professorato	ordinariato
bidello	portinaio
soprintendente	capoccia
esonero	dispensazione
matassia	incoordinazione
popolazione	popolo
viscosità	vischiosità
impresario	imprenditore
umorismo	umore
holding	finanziaria
ansa	misogino
decisione	determinazione
esilio	bando
tregua	bonaccia
coltella	mannaia
officiante	celebrante
uraninite	pechblenda
composto	miscela
tono	timbro
tratto	periodo
scoria	loppa
pelo	pelliccia
lacunosità	incompiutezza
sacrilegio	profanazione
articolo	capitolo
degustazione	assaggio
piano	livello
passatempo	divertimento
torneo	coppa
resta	arista
esaltazione	entusiasmo
ceppo	aroma
abrogazione	cancellazione
filantropo	umanitario
anacoreta	eremita
selvaggio	barbaro
cimento	prova
buca	cavernosità
epilogo	finale
becco	rostro
mucchio	pienone
comunicazione	annuncio
prurito	pizzicore
forza	personale
campione	campionessa
contrabbasso	contrabasso
pianeta	casula
piscina	vasca
impegno	calore
gravitazione	gravità
incombenza	missione
indossatore	mannequin
angina	pallone
bullo	bulo
fondo	campagna
terraglio	terrapieno
circospezione	prudenza
ambascia	angustia
zazzera	bosco
medico	sanitario
salmerie	bagaglio
accordo	rispondenza
spaccalegna	legnaiolo
autoaffermazione	autorealizzazione
imprevisto	evenienza
assunzione	ascesa
bodino	budino
hg	etto
unitarianesimo	unitarismo
forint	fiorino
congiunzione	raccordo
forcella	scalmo
cinghia	cinta
cimice	emittero
liberoscambista	liberista
millenarismo	chiliasmo
voga	canottaggio
boulevard	corso
località	zona
giornalista	redattore
ciminiera	camino
conto	cliente
irakeno	iracheno
figura	sagoma
grugno	sembiante
fornitura	erogazione
fusto	bidone
galanteria	cavalleria
zinzino	morso
fiocco	materassino
quarantena	segregazione
collana	collier
cacatoa	cacatua
istruzione	cultura
archivio	classificatore
sacco	spogliazione
capintesta	guru
mattutino	notturno
montante	puntone
somaro	ciuco
avversità	contrarietà
eczema	esantema
secchia	bugliolo
formula	formola
bilancia	bilancino
polistirolo	polistirene
delicatezza	fragilità
istituto	scuola
viavai	cancan
illibatezza	integrità
alunno	aranciata
barra	fiscalità
tepore	tiepidezza
halleluia	alleluia
conforto	consolazione
sequoia	longobardo
riga	stringa
conduttura	condotta
opportunità	modo
colpo	battito
acconciatura	copricapo
ululato	urlo
sorvegliante	vigilante
lavoro	opera
cioccolata	cioccolato
spinta	spintone
imballaggio	incassatura
lingotto	massello
gametofito	protallo
parapiglia	tumulto
naturista	naturopata
guardacoste	vedetta
raffica	mitragliata
tombola	cascata
cagione	ragione
ingombro	impiccio
beveraggio	filtro
banalità	cliché
coniglio	daino
laptop	imprevidenza
etichetta	protocollo
semola	crusca
esibizione	rappresentazione
arbitrato	arbitraggio
cavallina	ultracentrifuga
distribuzione	assegnazione
dominio	impero
educatore	pedagogista
ruolo	carica
cappa	kappa
smontaggio	smantellamento
zanni	giullare
sospetto	indiziato
scabbia	rogna
individuazione	tuttofare
mole	volume
campanella	campanula
scioltezza	agilità
relazione	intimità
emigrante	emigrato
gentilezza	bontà
intossicazione	avvelenamento
messaggio	comunicazione
cerimoniale	rito
menorragia	ipermenorrea
lavoratore	proletario
spedizione	merce
disegno	bozza
nevrite	neurite
falegname	carpentiere
scippatore	borsaiolo
querela	lite
andare	passo
ristorante	trattoria
competizione	gara
inibitore	intoppo
stupefacente	narcotico
esagerazione	drammaturgo
inferenza	illazione
distribuzione	consegna
monologo	soliloquio
gaffe	scorso
rimpiazzo	sostituto
norcino	salsicciaio
maglia	crochet
abate	archimandrita
accesso	adito
teleosteo	marziano
brutalità	inciviltà
roba	mercanzia
piovasco	groppo
riga	fascia
bengali	bengalese
viveur	edonista
sordina	sordino
rima	verso
uniforme	livrea
corrispondente	zirconio
borotalco	talco
crino	crine
ostessa	tergicristallo
jet	reattore
gallina	cocca
persiano	iraniano
fedeltà	fede
baluardo	bastione
vello	montone
diurnista	giornaliero
stretta	presa
tipaccio	malandrino
cattolicismo	cattolicesimo
linguista	glottologo
barchetta	imbarcazione
pool	consorzio
deviatore	segnalatore
credito	gloria
derrata	prodotto
lavapiatti	lavastoviglie
fiala	boccetta
presepio	presepe
gentilezza	educazione
operatore	agente
guardrail	guardavia
soggettista	scriptwriter
avellano	nocciolo
ritegno	temperanza
eternità	eterno
marchio	contrassegno
instaurazione	istaurazione
modulo	bullettino
maggioranza	ammogliato
cenno	abbozzo
argenti	argenteria
arguzia	frizzo
cablo	cablogramma
manuale	corso
esistenza	essere
creso	nababbo
retroscena	quinta
luteina	xantofilla
fila	infilata
nitore	luce
calcio	pedata
qualità	carattere
carovana	orda
illogicità	istruzione
diminuzione	calo
abitudine	consuetudine
capivara	capibara
sanguemisto	meticcio
afghano	afgano
imbottita	trapunta
porzione	contingente
trave	travatura
filobus	filovia
nitore	nitidezza
scesa	catarro
plagiario	copiatore
anglismo	inglesismo
caricaturista	macchiettista
nicaraguense	nicaraguese
soffio	alito
lastra	cristallo
finale	congedo
nervo	tendine
anemoscopio	ventarola
mediazione	intermediazione
querelante	citante
capriccio	ghiribizzo
conservatore	bibliotecario
sonatore	suonatore
disinfettante	battericida
stimmate	stigmate
scettico	incredulo
annata	anno
legume	leguminosa
affinità	pistone
mercatante	mercatore
incrocio	bivio
irradiazione	collimatore
punta	estremità
sartoria	confezione
rampollo	discendenza
contravveleno	antidoto
taglio	acconciatura
campanaccio	squilla
radiogramma	lastra
incolumità	sicurezza
cadavere	salma
bagno	balneazione
gola	faringe
diserzione	abbandono
intero	complesso
nottola	caprimulgo
componimento	composizione
bestemmiatore	blasfemo
metodo	sistema
ammina	amina
aroma	droga
fiasco	bancarotta
moto	esercizio
calcagno	tacco
entrata	incasso
decennio	decade
contusione	ferita
pratolina	margherita
ereditarietà	eredità
riapparizione	ricomparsa
voto	luppolo
moro	negroide
misura	dimensione
pneumatico	gomma
sviamento	vagabondaggio
asserzione	dichiarazione
puntino	pois
collo	pacco
diligenza	assiduità
subaffitto	sublocazione
hardware	delega
portamonete	borsello
rettifilo	rettilineo
pratica	inserto
analogia	paragone
atlante	telamone
sete	arsura
dietologo	nutrizionista
veggente	profetessa
provvigione	percentuale
patrocinante	avvocato
mimo	mimodramma
spaccatura	crepatura
giaggiolo	iris
benignità	compiacenza
consociazione	consorzio
sprecone	dilapidatore
eugenica	eugenetica
maremoto	crescita
famigliare	congiunto
disciplina	flagello
zigote	zigoto
caligine	nebbia
robotizzazione	automazione
fabbrica	fabbriceria
dissolvimento	disfacimento
diade	paio
computo	determinazione
scrittore	autore
coercizione	costrizione
amichevole	liquore
sugna	lardo
motorino	micromotore
rosolaccio	papavero
badia	abbazia
moina	travestimento
cloaca	fognatura
frusta	scudiscio
patriottismo	nazionalismo
attinia	actinia
capellone	beat
spago	cordicella
commento	annotazione
tarma	tignola
mezzanino	ammezzato
catalizzatore	accelerante
linea	coda
borgata	villaggio
vernissage	anteprima
ribellione	reazione
coibentazione	isolamento
franchigia	licenza
puledra	cavallina
inabilità	manometro
comunardo	sovvertitore
radioricevente	radio
invasione	discesa
ipertermia	piressia
simposio	congresso
accordo	concordanza
quadriglia	quadriglio
celerità	speditezza
cellofan	cellophane
ammalato	malato
caffettiera	cuccuma
sagoma	forma
mietitura	colta
ussaro	ussero
membro	arto
bestemmia	eresia
conservatorismo	oscurantismo
scuro	ombra
anacardo	anacardio
sandolo	sandalo
modalità	procedura
fascicolo	archivio
sovversione	sovvertimento
componente	elemento
bariletto	barilotto
tassì	autopubblica
detto	espressione
cartellone	cartello
tortellini	cappelletto
promontorio	punta
reuma	reumatismo
dibattimento	dibattito
urbanizzazione	inurbamento
inetto	cane
mastodinia	mastalgia
battista	batista
botta	gibbosità
nerbo	possanza
arvicola	peck
ripiano	scaffale
sganassone	sventola
domanda	interrogazione
brioscia	brioche
ricettività	recettività
traghettatore	barcaiolo
barra	freno
patriotta	patriota
ruolo	posizione
inizio	principio
bardo	aedo
circospezione	precauzione
soccorritore	salvatore
martora	oratore
effetto	impatto
rupe	balza
riunione	epididimo
primate	campanello
corruttibilità	guerrigliero
onagro	catapulta
raccolto	annata
strisciamento	pastura
grandangolo	smalto
assistito	cimice
fantasma	finzione
epicarpo	esocarpo
uvetta	passerina
compenetrazione	saturazione
destinatario	ricevente
diserbante	erbicida
cibo	vitto
grumo	coagulo
grandezza	grossezza
moriglione	collorosso
società	semicircolo
filibustiere	corsaro
gola	cimasa
materassino	materasso
elettricità	luce
spedizione	invio
altruismo	generosità
fraudolenza	tastiera
ragano	lucertolone
luce	illuminazione
compravendita	smercio
termosifone	calorifero
affermazione	richiesta
raccolta	raggruppamento
indietreggiamento	regresso
apolide	cosmopolita
sinistroide	sinistrorso
raschio	sfregamento
proiezionista	storia
monnezza	mondezza
angolo	canto
fantasia	illusione
entourage	seguito
fischio	fischiata
fiammifero	zolfanello
saggina	sorgo
mancanza	scarsità
litiasi	calcolosi
meta	destinazione
subcosciente	subconscio
caldaia	caldarone
desiderio	concupiscenza
fedina	precedenti
cavalla	giumenta
dipartimento	reparto
peridoto	olivina
strada	direzione
melanzana	furfante
millanteria	vanagloria
oscenità	scurrilità
letame	stabbio
miocardio	stagnatura
rimanenza	residuato
traguardo	arrivo
carpino	carpine
intelletto	raziocinio
ingorgo	accecamento
placentato	euterio
urto	colpo
paragrafo	capoverso
misuratore	indicatore
colpa	reità
progettazione	design
vitello	vitella
intrigo	congiura
atterramento	schienata
influenza	influsso
rena	sabbia
verisimiglianza	plausibilità
plettro	penna
cornice	modanatura
degenerazione	imbastardimento
rigagnolo	rivo
vessazione	maltrattamento
campione	mostra
anatema	scomunica
scintilla	favilla
prontezza	sveltezza
ocelot	gattopardo
corresponsabile	complice
micino	gattino
regressione	arretramento
supporter	simpatizzante
golpe	putsch
sfortunato	miserabile
repubblica	democrazia
attualità	ionosfera
impertinenza	impudenza
infondatezza	fallacia
giunzione	flangia
proprietaria	proprietario
onore	omaggio
opificio	impianto
marra	braccio
lavapiatti	sguattero
debito	indebitamento
maneggio	pessimista
irreligione	irreligiosità
reparto	aerobrigata
ero	eroina
vegetale	pianta
anatocismo	taccola
muggine	volpina
comportamentismo	behaviourismo
lattice	latice
sciarpa	foulard
balconata	galleria
battimano	acclamazione
tensione	sforzo
benzolo	benzene
avversità	fatalità
frattura	rottura
fiaba	favola
imbarazzo	confusione
estinzione	spegnimento
omelette	frittata
airbus	aerobus
cala	bagagliaio
santo	potassa
dopobarba	aftershave
plessimetro	metronomo
pelle	buccia
assassino	omicida
bandone	lamiera
riscatto	charlotte
contingenza	circostanza
pouf	puf
tecnico	sordomutismo
montatura	struttura
favorita	favorito
tempo	periodo
argentario	argentiere
discordia	disunione
primordi	principio
lavabo	lavandino
latrina	gabinetto
regolamento	regolamentazione
servitù	servaggio
abbreviamento	accorciamento
freccetta	freccia
colletta	raccolta
oliva	uliva
stimma	stigma
blocchista	intermediario
tradizione	costumanza
nervosismo	marmo
attrito	disaccordo
tetragono	tetraedro
condotta	gestione
effettivo	forza
istrice	porcospino
dedizione	devozione
risucchio	aspirazione
accidentalità	casualità
megaton	megatone
origine	culla
minestrone	pastiche
rosetta	coccarda
vitello	erica
sinagoga	preziosità
duplicità	doppiezza
urea	carbammide
condrite	fine
acconto	anticipazione
glottologia	linguistica
ballo	danza
chiromante	pitonessa
tempo	santo
familiarità	famigliarità
malattia	mania
vomitorio	nebulosità
rincalzo	riserva
incandescenza	piano
rappacificamento	riavvicinamento
zulù	stupido
cappuccio	cuffia
decomposizione	putrefazione
punk	valutazione
estremo	eccesso
fiche	gettone
legamento	legatura
stile	foggia
uomo	militare
letargo	ibernazione
insolvibilità	insolvenza
tromba	cornetta
destinatario	beneficiario
sette	tocco
montone	ariete
ruolo	parte
fame	sete
acquaio	lavello
megera	strega
boscaiolo	taglialegna
istruzione	educazione
bilancino	bilancia
cardiopalmo	cardiopalma
commercio	professione
cofto	copto
pallino	sparo
omaggio	ossequio
orazione	allocuzione
mestruazione	regola
armatura	attrezzatura
tensiometro	castagno
corto	cortocircuito
topolino	manigoldo
causa	campagna
straniero	foresto
ruscello	celluloide
promontorio	capo
gesto	atto
nebulosità	nuvolosità
abbondanza	cuccagna
cresta	costone
compimento	completamento
carriera	costatazione
tendenziosità	faziosità
singolo	individuo
operatore	manovratore
linea	cavo
indaco	anile
molla	pomodoro
illustrazione	figura
talento	estro
incenerimento	incinerazione
biossido	diossido
clorazione	clorurazione
contrabbando	frodo
arzigogolo	cavillo
sdolcinatezza	sentimentalismo
apax	hapax
biscroma	semibiscroma
corrispondenza	carteggio
statuto	carta
papero	legislazione
convenzionalismo	conformismo
burrasca	bufera
lusinghe	moina
cosa	entità
ansa	meandro
trambusto	chiasso
ossalide	acetosella
riverenza	reverenza
pratica	usbeco
pagliaio	barca
caterva	orda
enunciato	dichiarazione
braccio	annesso
comprimibilità	compressibilità
pupa	ninfa
guaina	busto
malinconia	mestizia
dispetto	fastidio
breccia	brecciame
grettezza	boccale
fonematica	fonologia
erogazione	distribuzione
cantilena	ninnananna
neutralità	imparzialità
lamina	foglia
banchina	calata
sepolcreto	necropoli
cianfrusaglia	macerie
neoformazione	neologismo
album	raccoglitore
sopravvissuto	revenant
rissa	lotta
cavallerizza	amazzone
cameriere	famiglio
taratura	calibratura
esortazione	invito
prestazione	funzionamento
trottola	biribissi
suffragista	suffragetta
castrato	montone
scomparso	morto
copula	accoppiamento
complesso	ensemble
